test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),cell line,organism,cell type,morphology,tissue,disease,BSL,material.1,CID,Canonical_smiles,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi
CCK-8,SiO2,24,800.0,96.943,25.0,20.02,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,5.46,82.4,25.0,20.02,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,2.5,98.69,25.0,71.7,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,5.0,101.16,25.0,71.7,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,10.0,89.52,25.76,71.7,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,25.0,63.901,25.76,71.7,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,50.0,59.971,25.76,71.7,A549,Human,Human,epithelial,lung,Carcinoma,1,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
MTT,CuO,72,12.5,98.377,29.57,-4.58,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTT,CuO,72,1.67,102.43,29.57,-12.32,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTT,CuO,72,2.5,102.43,29.57,-12.32,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
NRU,CuO,72,5.0,102.03,29.57,-12.32,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
NRU,CuO,72,6.25,98.377,29.57,-12.32,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
NRU,CuO,72,12.5,96.349,29.57,-12.32,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTT,CuO,72,6.25,91.569,29.57,-4.58,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTT,CuO,72,12.5,94.706,29.57,-4.58,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTT,CuO,72,1.67,99.216,29.57,-12.32,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,24,50.0,99.758,29.57,12.22,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,24,50.0,102.17,29.57,-27.52,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,24,50.0,107.97,29.57,3.51,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,24,50.0,113.53,29.57,-10.14,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,48,50.0,85.99,29.57,-8.0,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,48,50.0,102.17,29.57,-8.0,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,48,50.0,105.31,29.57,31.38,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,48,50.0,112.56,29.57,-8.72,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,72,50.0,70.29,29.57,-16.5,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
MTS,CuO,72,50.0,100.97,29.57,-8.0,A549,Human,Human,epithelial,lung,Carcinoma,1,CuO,14829,O=[Cu],17,79.545,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516
CCK-8,ZnO,72,50.0,99.523,29.57,-8.0,A549,Human,Human,epithelial,lung,Carcinoma,1,ZnO,14806,O=[Zn],8,81.389,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831
CCK-8,ZnO,72,50.0,103.1,29.57,-8.0,A549,Human,Human,epithelial,lung,Carcinoma,1,ZnO,14806,O=[Zn],8,81.389,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831
CCK-8,ZnO,72,50.0,105.49,29.57,-31.8,A549,Human,Human,epithelial,lung,Carcinoma,1,ZnO,14806,O=[Zn],8,81.389,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831
CCK-8,ZnO,24,25.0,92.269,29.57,-30.0,A549,Human,Human,epithelial,lung,Carcinoma,1,ZnO,14806,O=[Zn],8,81.389,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831
CCK-8,ZnO,24,50.0,81.345,29.57,-30.0,A549,Human,Human,epithelial,lung,Carcinoma,1,ZnO,14806,O=[Zn],8,81.389,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831
CCK-8,ZnO,24,100.0,76.975,29.57,-30.0,A549,Human,Human,epithelial,lung,Carcinoma,1,ZnO,14806,O=[Zn],8,81.389,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831
CCK-8,Au,48,12.5,105.38,30.09,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,25.0,91.466,30.09,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,50.0,77.922,30.09,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,100.0,56.215,30.09,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,3.125,98.33,30.15,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,6.25,99.629,30.15,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,12.5,100.0,30.15,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,25.0,98.887,30.15,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,50.0,82.56,30.29,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,48,100.0,66.605,30.29,-0.52,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,12,0.001,97.03,30.29,69.8,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,Au,12,0.01,100.0,30.29,69.8,A549,Human,Human,epithelial,lung,Carcinoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,10.0,96.37,30.6,8.67,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,20.0,94.719,30.6,8.67,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,50.0,97.03,30.6,8.67,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,100.0,91.749,30.6,8.67,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,0.001,98.02,30.6,70.76,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,0.01,95.71,30.6,70.76,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,0.1,96.04,30.6,70.76,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Ag,12,1.0,99.01,30.6,70.76,A549,Human,Human,epithelial,lung,Carcinoma,1,Ag,23954,[Ag],11,107.868,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,TiO2,24,10.0,85.246,33.69,69.8,A549,Human,Human,epithelial,lung,Carcinoma,1,TiO2,26042,O=[Ti]=O,16,79.865,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.3435921354681385,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524
MTT,TiO2,24,20.0,82.295,33.69,69.8,A549,Human,Human,epithelial,lung,Carcinoma,1,TiO2,26042,O=[Ti]=O,16,79.865,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.3435921354681385,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524
MTT,TiO2,24,50.0,72.131,33.69,69.8,A549,Human,Human,epithelial,lung,Carcinoma,1,TiO2,26042,O=[Ti]=O,16,79.865,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.3435921354681385,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524
MTT,TiO2,24,100.0,62.623,33.69,69.8,A549,Human,Human,epithelial,lung,Carcinoma,1,TiO2,26042,O=[Ti]=O,16,79.865,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.3435921354681385,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524
